full_name,email,company,title,industry,company_size,phone
Bùi Văn Sơn,bui.van.son.11108@vinmec.vn,Vinmec,Product Manager,ecommerce,120,0704628214
Đặng Văn Mai,dang.van.mai.11109@vinamilk.vn,Vinamilk,CEO,software,50,0938995035
Lê Quang Giang,le.quang.giang.11110@pnj.vn,PNJ,Product Manager,manufacturing,500,0971813277
Võ Đức Nam,vo.duc.nam.11111@gmail.com,Vinamilk,Marketing Manager,retail,120,0321126475
Trần Hồng Sơn,tran.hong.son.11112@gmail.com,MoMo,Marketing Manager,software,500,0960091455
Hoàng Ngọc Hùng,hoang.ngoc.hung.11113@gemadeptlogi.vn,Gemadept Logistics,CFO,ecommerce,25,0325674110
Bùi Quang Lan,bui.quang.lan.11114@gmail.com,Pharmacity,Marketing Manager,software,120,0701454755
Lê Hữu Oanh,le.huu.oanh.11115@fptsoftware.vn,FPT Software,Head of Finance,logistics,25,0966227067
Lý Hồng Lan,ly.hong.lan.11116@tiki.vn,Tiki,Head of Finance,manufacturing,25,0866800099
Đặng Văn Giang,dang.van.giang.11117@vngcorporati.vn,VNG Corporation,CEO,healthcare,50,0327708876
Đặng Hữu Hùng,dang.huu.hung.11118@gmail.com,Base.vn,Head of Finance,education,250,0979986119
Đặng Đức Tâm,dang.duc.tam.11119@gemadeptlogi.vn,Gemadept Logistics,Sales Director,retail,120,0939601916
Lý Minh Khánh,ly.minh.khanh.11120@gmail.com,TopCV,CFO,fintech,250,0704811688
Trần Văn Bình,tran.van.binh.11121@viettiengarm.vn,Viet Tien Garment,Operations Manager,logistics,120,0975002607
Đỗ Thị Sơn,do.thi.son.11122@topcv.vn,TopCV,Operations Manager,fintech,10,0865888656
Nguyễn Thanh Hùng,nguyen.thanh.hung.11123@gmail.com,Duy Tan Plastics,Product Manager,retail,50,0976782643
Đặng Xuân Mai,dang.xuan.mai.11124@gmail.com,VNG Corporation,CFO,retail,10,0866154017
Lý Đức Hà,ly.duc.ha.11125@vinmec.vn,Vinmec,Head of Finance,healthcare,500,0974783672
Vũ Thị Mai,vu.thi.mai.11126@vinamilk.vn,Vinamilk,Operations Manager,fintech,25,0975131625
Đỗ Đức Việt,do.duc.viet.11127@duytanplasti.vn,Duy Tan Plastics,Sales Director,retail,50,0965508617
Võ Đức Quân,vo.duc.quan.11128@topcv.vn,TopCV,Procurement Manager,education,1500,0353278254
Lý Hữu Dũng,ly.huu.dung.11129@vinamilk.vn,Vinamilk,CFO,software,250,0327840755
Vũ Hữu Phúc,vu.huu.phuc.11130@viettiengarm.vn,Viet Tien Garment,Operations Manager,manufacturing,250,0919472298
Phạm Thanh An,pham.thanh.an.11131@vinamilk.vn,Vinamilk,Product Manager,fintech,1500,0867809542
Vũ Thị Linh,vu.thi.linh.11132@pnj.vn,PNJ,CEO,logistics,25,0962668018
Lê Xuân Lan,le.xuan.lan.11133@gmail.com,KiotViet,Operations Manager,ecommerce,50,0325073893
Phan Văn Phúc,phan.van.phuc.11134@pharmacity.vn,Pharmacity,CEO,manufacturing,120,0964370916
Lê Thị Mai,le.thi.mai.11135@thacoindustr.vn,Thaco Industries,CTO,software,10,0700983837
Lê Hữu Lan,le.huu.lan.11136@haravan.vn,Haravan,Operations Manager,ecommerce,1500,0902873763
Lê Ngọc Dũng,le.ngoc.dung.11137@gmail.com,TopCV,Operations Manager,education,250,0911605374
Vũ Thị Hà,vu.thi.ha.11138@gmail.com,The Coffee House,Kế toán trưởng,fintech,1500,0700329237
Trần Quang Việt,tran.quang.viet.11139@thecoffeehou.vn,The Coffee House,Marketing Manager,healthcare,500,0867623789
Đỗ Hồng Quân,do.hong.quan.11140@gmail.com,Thaco Industries,CTO,software,10,0354509950
Đặng Thị Lan,dang.thi.lan.11141@fptsoftware.vn,FPT Software,CFO,fintech,250,0909607868
Phạm Thanh Tâm,pham.thanh.tam.11142@haravan.vn,Haravan,CEO,education,500,0329612162
Phạm Hữu Tuấn,pham.huu.tuan.11143@gmail.com,Duy Tan Plastics,Operations Manager,software,10,0865221694
Phạm Hữu Hà,pham.huu.ha.11144@gmail.com,CenLand,Sales Director,healthcare,25,0911559469
Đặng Thị Phúc,dang.thi.phuc.11145@gmail.com,Haravan,CTO,fintech,500,0704173034
Nguyễn Thị Tuấn,nguyen.thi.tuan.11146@fptsoftware.vn,FPT Software,Operations Manager,retail,120,0965392915
Bùi Đức Mai,bui.duc.mai.11147@fptsoftware.vn,FPT Software,CTO,healthcare,10,0976047982
Vũ Văn Dũng,vu.van.dung.11148@topcv.vn,TopCV,CEO,ecommerce,1500,0939767263
Bùi Minh Hùng,bui.minh.hung.11149@topcv.vn,TopCV,Product Manager,fintech,1500,0908723212
Hồ Quang Tâm,ho.quang.tam.11150@gmail.com,Duy Tan Plastics,CEO,software,50,0353984819
Đỗ Thanh Bình,do.thanh.binh.11151@thacoindustr.vn,Thaco Industries,CFO,manufacturing,50,0863289349
Ngô Ngọc Sơn,ngo.ngoc.son.11152@vngcorporati.vn,VNG Corporation,Operations Manager,retail,1500,0709180790
Ngô Hữu An,ngo.huu.an.11153@vngcorporati.vn,VNG Corporation,Procurement Manager,retail,10,0906846152
Nguyễn Minh Trang,nguyen.minh.trang.11154@thecoffeehou.vn,The Coffee House,CEO,education,10,0970518405
Ngô Xuân An,ngo.xuan.an.11155@gmail.com,Haravan,Product Manager,software,1500,0320447596
Đặng Minh Tuấn,dang.minh.tuan.11156@pharmacity.vn,Pharmacity,Sales Director,logistics,10,0322210792
Lê Hữu Trang,le.huu.trang.11157@gemadeptlogi.vn,Gemadept Logistics,Sales Director,fintech,50,0350030854
Đỗ Minh Trang,do.minh.trang.11158@thacoindustr.vn,Thaco Industries,Sales Director,ecommerce,500,0702486933
Hồ Thị Lan,ho.thi.lan.11159@gmail.com,KiotViet,Operations Manager,manufacturing,250,0976918068
Đỗ Hữu Giang,do.huu.giang.11160@thecoffeehou.vn,The Coffee House,CFO,fintech,25,0354641095
Dương Thanh Giang,duong.thanh.giang.11161@gmail.com,Vinmec,CFO,retail,500,0701831271
Phạm Hữu Việt,pham.huu.viet.11162@haravan.vn,Haravan,Kế toán trưởng,education,10,0903361802
Dương Hồng An,duong.hong.an.11163@gmail.com,KiotViet,CTO,ecommerce,1500,0320712762
Võ Thanh Mai,vo.thanh.mai.11164@gmail.com,Shopee Vietnam,CEO,manufacturing,25,0930636436
Đặng Hữu Châu,dang.huu.chau.11165@basevn.vn,Base.vn,Kế toán trưởng,healthcare,25,0326337469
Hoàng Minh Phúc,hoang.minh.phuc.11166@viettiengarm.vn,Viet Tien Garment,Product Manager,software,500,0320518644
Phạm Ngọc Dũng,pham.ngoc.dung.11167@viettiengarm.vn,Viet Tien Garment,CEO,software,10,0911545051
Vũ Hồng Lan,vu.hong.lan.11168@vinamilk.vn,Vinamilk,Product Manager,ecommerce,1500,0931473155
Võ Thanh Sơn,vo.thanh.son.11169@thacoindustr.vn,Thaco Industries,CFO,logistics,50,0971997264
Đỗ Hồng Phúc,do.hong.phuc.11170@basevn.vn,Base.vn,CTO,healthcare,500,0861398055
Hồ Đức Bình,ho.duc.binh.11171@viettiengarm.vn,Viet Tien Garment,CTO,retail,25,0329960747
Đỗ Thanh Bình,do.thanh.binh.11172@fptsoftware.vn,FPT Software,Sales Director,software,250,0962783478
Dương Văn Nam,duong.van.nam.11173@gmail.com,KiotViet,CTO,logistics,120,0910163559
Nguyễn Văn Phúc,nguyen.van.phuc.11174@gmail.com,Base.vn,CEO,healthcare,500,0703506230
Đặng Ngọc Nam,dang.ngoc.nam.11175@gmail.com,MoMo,Procurement Manager,manufacturing,250,0704751078
Hồ Văn Tuấn,ho.van.tuan.11176@fptsoftware.vn,FPT Software,Kế toán trưởng,fintech,120,0935417484
Phạm Ngọc Oanh,pham.ngoc.oanh.11177@duytanplasti.vn,Duy Tan Plastics,CEO,ecommerce,1500,0864917277
Trần Thanh Tuấn,tran.thanh.tuan.11178@gmail.com,Viet Tien Garment,Operations Manager,manufacturing,1500,0966113905
Ngô Xuân Linh,ngo.xuan.linh.11179@kiotviet.vn,KiotViet,CFO,manufacturing,50,0978766332
Trần Quang Giang,tran.quang.giang.11180@pnj.vn,PNJ,CTO,software,50,0320428846
Phan Quang Bình,phan.quang.binh.11181@gmail.com,Shopee Vietnam,Sales Director,retail,25,0930148353
Hoàng Hữu Oanh,hoang.huu.oanh.11182@gmail.com,Tiki,CFO,logistics,25,0917901586
Bùi Văn Hà,bui.van.ha.11183@gmail.com,Viet Tien Garment,Marketing Manager,manufacturing,120,0979120578
Đỗ Quang Phúc,do.quang.phuc.11184@gmail.com,TopCV,Procurement Manager,ecommerce,500,0865206061
Đặng Đức Sơn,dang.duc.son.11185@gmail.com,Thaco Industries,Procurement Manager,logistics,25,0972967421
Hoàng Minh An,hoang.minh.an.11186@tiki.vn,Tiki,CEO,software,1500,0865523773
Dương Quang Quân,duong.quang.quan.11187@thecoffeehou.vn,The Coffee House,Sales Director,education,25,0966323068
Phạm Thanh Oanh,pham.thanh.oanh.11188@viettiengarm.vn,Viet Tien Garment,CFO,ecommerce,500,0359912609
Hoàng Minh Oanh,hoang.minh.oanh.11189@gmail.com,Pharmacity,Marketing Manager,logistics,120,0322039062
Ngô Xuân Châu,ngo.xuan.chau.11190@kiotviet.vn,KiotViet,CEO,fintech,25,0866170252
Bùi Xuân Hùng,bui.xuan.hung.11191@haravan.vn,Haravan,Product Manager,manufacturing,1500,0351336815
Hoàng Văn Phúc,hoang.van.phuc.11192@pharmacity.vn,Pharmacity,CEO,manufacturing,250,0931204248
Bùi Xuân Giang,bui.xuan.giang.11193@pharmacity.vn,Pharmacity,Operations Manager,healthcare,10,0701673773
Phan Xuân Sơn,phan.xuan.son.11194@tiki.vn,Tiki,CTO,retail,1500,0704045486
Đỗ Xuân Phúc,do.xuan.phuc.11195@gmail.com,Shopee Vietnam,Operations Manager,education,120,0904782603
Bùi Minh Lan,bui.minh.lan.11196@gmail.com,MoMo,Sales Director,healthcare,500,0359389048
Võ Văn Tuấn,vo.van.tuan.11197@gmail.com,The Coffee House,Head of Finance,software,250,0976427584
Phan Thị Trang,phan.thi.trang.11198@gmail.com,Thaco Industries,Product Manager,healthcare,1500,0933762257
Đặng Minh Giang,dang.minh.giang.11199@momo.vn,MoMo,Sales Director,ecommerce,250,0968446045
Dương Ngọc Tuấn,duong.ngoc.tuan.11200@basevn.vn,Base.vn,CTO,fintech,1500,0978894237
Lý Ngọc Quân,ly.ngoc.quan.11201@pnj.vn,PNJ,Kế toán trưởng,logistics,250,0324504743
Đặng Hồng Hà,dang.hong.ha.11202@basevn.vn,Base.vn,Head of Finance,retail,120,0709757546
Võ Ngọc Khánh,vo.ngoc.khanh.11203@viettiengarm.vn,Viet Tien Garment,CFO,retail,1500,0903183994
Hoàng Hồng Mai,hoang.hong.mai.11204@vinmec.vn,Vinmec,CEO,retail,10,0325884756
Lê Văn Tuấn,le.van.tuan.11205@pharmacity.vn,Pharmacity,Operations Manager,ecommerce,1500,0909624793
Hồ Thanh Phúc,ho.thanh.phuc.11206@fptsoftware.vn,FPT Software,Head of Finance,healthcare,250,0910399750
Đặng Quang Mai,dang.quang.mai.11207@gmail.com,Gemadept Logistics,Operations Manager,retail,50,0706474933
Nguyễn Minh Hùng,nguyen.minh.hung.11208@gmail.com,Pharmacity,Product Manager,healthcare,25,0355297315
Dương Ngọc Phúc,duong.ngoc.phuc.11209@thecoffeehou.vn,The Coffee House,Operations Manager,logistics,25,0971201108
Phạm Đức Tuấn,pham.duc.tuan.11210@thecoffeehou.vn,The Coffee House,Sales Director,logistics,25,0963333092
Đặng Minh Bình,dang.minh.binh.11211@pnj.vn,PNJ,CEO,fintech,10,0913658156
Võ Thị Châu,vo.thi.chau.11212@fptsoftware.vn,FPT Software,Operations Manager,fintech,120,0702490665
Lê Hồng Linh,le.hong.linh.11213@pharmacity.vn,Pharmacity,CEO,software,120,0704020982
Trần Minh Khánh,tran.minh.khanh.11214@vinmec.vn,Vinmec,Procurement Manager,logistics,50,0325162675
Đặng Hữu Dũng,dang.huu.dung.11215@gmail.com,Gemadept Logistics,Sales Director,logistics,10,0963198175
Trần Thanh Châu,tran.thanh.chau.11216@kiotviet.vn,KiotViet,Procurement Manager,logistics,500,0321273279
Lê Đức Tâm,le.duc.tam.11217@duytanplasti.vn,Duy Tan Plastics,CFO,education,120,0355853860
Phạm Thị Tâm,pham.thi.tam.11218@pharmacity.vn,Pharmacity,CTO,manufacturing,120,0863383107
Trần Minh Dũng,tran.minh.dung.11219@kiotviet.vn,KiotViet,CFO,manufacturing,10,0700980190
Bùi Thị An,bui.thi.an.11220@thacoindustr.vn,Thaco Industries,Sales Director,healthcare,1500,0966476846
Dương Ngọc Bình,duong.ngoc.binh.11221@topcv.vn,TopCV,Kế toán trưởng,logistics,25,0972661899
Lý Hồng Tâm,ly.hong.tam.11222@cenland.vn,CenLand,Operations Manager,logistics,250,0972697969
Đỗ Hữu Châu,do.huu.chau.11223@fptsoftware.vn,FPT Software,Kế toán trưởng,software,25,0355273172
Hồ Thị Dũng,ho.thi.dung.11224@fptsoftware.vn,FPT Software,Procurement Manager,fintech,10,0976046865
Phạm Quang Lan,pham.quang.lan.11225@gmail.com,Shopee Vietnam,CTO,fintech,10,0328246190
Ngô Thị Mai,ngo.thi.mai.11226@kiotviet.vn,KiotViet,Marketing Manager,software,120,0914569087
Vũ Minh Linh,vu.minh.linh.11227@gemadeptlogi.vn,Gemadept Logistics,CEO,ecommerce,250,0354636312
Lê Văn Phúc,le.van.phuc.11228@gmail.com,Hoà Phát,Product Manager,healthcare,1500,0869526835
Vũ Văn Tuấn,vu.van.tuan.11229@gemadeptlogi.vn,Gemadept Logistics,Marketing Manager,manufacturing,250,0860075457
Đỗ Quang Việt,do.quang.viet.11230@thacoindustr.vn,Thaco Industries,Procurement Manager,education,1500,0978142727
Dương Hồng Mai,duong.hong.mai.11231@viettiengarm.vn,Viet Tien Garment,Product Manager,ecommerce,50,0329024457
Phan Minh Hà,phan.minh.ha.11232@pharmacity.vn,Pharmacity,Sales Director,software,500,0904219162
Hồ Văn Bình,ho.van.binh.11233@gmail.com,FPT Software,Head of Finance,healthcare,1500,0865450192
Phạm Quang Việt,pham.quang.viet.11234@tiki.vn,Tiki,Kế toán trưởng,logistics,50,0358109042
Lê Xuân Hà,le.xuan.ha.11235@gmail.com,Duy Tan Plastics,Procurement Manager,ecommerce,250,0906965358
Lý Hữu Tâm,ly.huu.tam.11236@fptsoftware.vn,FPT Software,CTO,healthcare,500,0916450440
Lê Đức Hà,le.duc.ha.11237@kiotviet.vn,KiotViet,CFO,logistics,50,0905201309
Hồ Quang Quân,ho.quang.quan.11238@duytanplasti.vn,Duy Tan Plastics,Marketing Manager,education,50,0917575232
Hồ Đức Linh,ho.duc.linh.11239@thecoffeehou.vn,The Coffee House,CFO,manufacturing,10,0863682590
Phan Xuân Khánh,phan.xuan.khanh.11240@haravan.vn,Haravan,CEO,retail,50,0909198884
Bùi Hồng Tâm,bui.hong.tam.11241@fptsoftware.vn,FPT Software,CTO,healthcare,250,0939698940
Phan Hồng Dũng,phan.hong.dung.11242@gemadeptlogi.vn,Gemadept Logistics,CTO,education,120,0935718180
Đỗ Đức Tâm,do.duc.tam.11243@momo.vn,MoMo,CTO,healthcare,120,0966686776
Hoàng Quang Trang,hoang.quang.trang.11244@gmail.com,CenLand,CTO,education,10,0938616906
Phan Thanh Việt,phan.thanh.viet.11245@pharmacity.vn,Pharmacity,Marketing Manager,healthcare,25,0917227441
Dương Thị Nam,duong.thi.nam.11246@pharmacity.vn,Pharmacity,Kế toán trưởng,manufacturing,250,0932574962
Trần Hồng Hà,tran.hong.ha.11247@viettiengarm.vn,Viet Tien Garment,CFO,healthcare,1500,0912912673
Ngô Thị Nam,ngo.thi.nam.11248@gemadeptlogi.vn,Gemadept Logistics,Product Manager,ecommerce,500,0919985048
Bùi Hồng Bình,bui.hong.binh.11249@gmail.com,Base.vn,CFO,retail,10,0935375916
Đặng Thanh Châu,dang.thanh.chau.11250@duytanplasti.vn,Duy Tan Plastics,Procurement Manager,manufacturing,25,0862855509
Dương Hồng Phúc,duong.hong.phuc.11251@gmail.com,Pharmacity,Sales Director,healthcare,500,0355012826
Phan Văn Hà,phan.van.ha.11252@hoaphat.vn,Hoà Phát,Sales Director,software,250,0354966509
Vũ Văn Giang,vu.van.giang.11253@pnj.vn,PNJ,Marketing Manager,ecommerce,10,0935098609
Đỗ Thị Sơn,do.thi.son.11254@thecoffeehou.vn,The Coffee House,Procurement Manager,manufacturing,10,0972069812
Lý Thanh Quân,ly.thanh.quan.11255@vinamilk.vn,Vinamilk,Procurement Manager,retail,10,0866907364
Dương Đức Hà,duong.duc.ha.11256@gmail.com,MoMo,Procurement Manager,education,25,0705849150
Đặng Quang Giang,dang.quang.giang.11257@gmail.com,VNG Corporation,Sales Director,logistics,10,0912256269
Đỗ Đức Quân,do.duc.quan.11258@viettiengarm.vn,Viet Tien Garment,Operations Manager,retail,1500,0918502882
Lý Quang Linh,ly.quang.linh.11259@vngcorporati.vn,VNG Corporation,Product Manager,education,10,0960730737
Lý Ngọc Dũng,ly.ngoc.dung.11260@thacoindustr.vn,Thaco Industries,CFO,education,500,0909691073
Bùi Thanh Châu,bui.thanh.chau.11261@gmail.com,The Coffee House,CTO,ecommerce,500,0960704342
Lê Xuân Việt,le.xuan.viet.11262@cenland.vn,CenLand,Product Manager,education,120,0865036453
Phạm Đức Mai,pham.duc.mai.11263@momo.vn,MoMo,Product Manager,software,500,0909203507
Hoàng Hữu Việt,hoang.huu.viet.11264@gmail.com,KiotViet,Sales Director,software,500,0972347563
Võ Văn Hùng,vo.van.hung.11265@vinamilk.vn,Vinamilk,Head of Finance,logistics,120,0909319979
Lý Ngọc Giang,ly.ngoc.giang.11266@vinmec.vn,Vinmec,Operations Manager,manufacturing,500,0916667472
Ngô Ngọc Quân,ngo.ngoc.quan.11267@duytanplasti.vn,Duy Tan Plastics,Kế toán trưởng,healthcare,120,0910494435
Lý Xuân Việt,ly.xuan.viet.11268@thacoindustr.vn,Thaco Industries,Head of Finance,software,120,0916505370
Ngô Đức Dũng,ngo.duc.dung.11269@pnj.vn,PNJ,Product Manager,software,50,0939313697
Hoàng Minh Phúc,hoang.minh.phuc.11270@thacoindustr.vn,Thaco Industries,Product Manager,software,1500,0931206404
Đỗ Thị Việt,do.thi.viet.11271@tiki.vn,Tiki,CFO,fintech,50,0910839902
Hồ Quang Hùng,ho.quang.hung.11272@kiotviet.vn,KiotViet,Kế toán trưởng,fintech,50,0357605954
Trần Thị Hà,tran.thi.ha.11273@kiotviet.vn,KiotViet,Head of Finance,fintech,1500,0860600905
Lý Ngọc Giang,ly.ngoc.giang.11274@topcv.vn,TopCV,Procurement Manager,fintech,25,0960902280
Đỗ Thanh Giang,do.thanh.giang.11275@gmail.com,Vinmec,Head of Finance,education,10,0357284697
Hồ Hữu Quân,ho.huu.quan.11276@gmail.com,Tiki,Marketing Manager,logistics,250,0917567714
Trần Hữu Giang,tran.huu.giang.11277@tiki.vn,Tiki,CEO,retail,1500,0932143364
Vũ Thị Trang,vu.thi.trang.11278@hoaphat.vn,Hoà Phát,Operations Manager,healthcare,10,0863642027
Phạm Văn Trang,pham.van.trang.11279@gmail.com,Hoà Phát,Sales Director,fintech,120,0974493593
Hoàng Đức Trang,hoang.duc.trang.11280@gmail.com,MoMo,Head of Finance,ecommerce,10,0914520631
Vũ Xuân Hà,vu.xuan.ha.11281@vinamilk.vn,Vinamilk,CEO,ecommerce,1500,0974155650
Nguyễn Hồng Nam,nguyen.hong.nam.11282@cenland.vn,CenLand,Kế toán trưởng,healthcare,25,0320088631
Trần Hữu Hùng,tran.huu.hung.11283@gmail.com,Tiki,Marketing Manager,manufacturing,120,0912112468
Hồ Quang Linh,ho.quang.linh.11284@gmail.com,Gemadept Logistics,CEO,fintech,50,0973279198
Lý Hồng Khánh,ly.hong.khanh.11285@shopeevietna.vn,Shopee Vietnam,Product Manager,healthcare,1500,0350990586
Lý Minh Hà,ly.minh.ha.11286@gmail.com,Hoà Phát,Procurement Manager,ecommerce,25,0971625776
Phan Thanh Việt,phan.thanh.viet.11287@thecoffeehou.vn,The Coffee House,Marketing Manager,education,1500,0969720999
Phan Quang Hùng,phan.quang.hung.11288@gmail.com,MoMo,CEO,healthcare,500,0706029027
Lý Ngọc Giang,ly.ngoc.giang.11289@pharmacity.vn,Pharmacity,CFO,software,500,0934878650
Nguyễn Xuân Hà,nguyen.xuan.ha.11290@momo.vn,MoMo,Kế toán trưởng,software,25,0868827012
Võ Thanh Bình,vo.thanh.binh.11291@cenland.vn,CenLand,CTO,education,120,0705520345
Đặng Hữu Việt,dang.huu.viet.11292@pnj.vn,PNJ,CFO,software,500,0357297842
Đỗ Hữu Hà,do.huu.ha.11293@gmail.com,VNG Corporation,Marketing Manager,fintech,1500,0704104258
Đỗ Ngọc Sơn,do.ngoc.son.11294@vngcorporati.vn,VNG Corporation,CTO,software,500,0918054552
Hồ Văn Phúc,ho.van.phuc.11295@basevn.vn,Base.vn,CFO,ecommerce,25,0326344787
Đặng Ngọc Châu,dang.ngoc.chau.11296@cenland.vn,CenLand,Kế toán trưởng,healthcare,120,0963693816
Đặng Quang Hùng,dang.quang.hung.11297@gmail.com,MoMo,Product Manager,retail,250,0968509548
Lý Văn Hà,ly.van.ha.11298@gmail.com,MoMo,CFO,education,10,0704672378
Lê Thị Tâm,le.thi.tam.11299@shopeevietna.vn,Shopee Vietnam,CTO,manufacturing,50,0917429084
Hồ Quang Bình,ho.quang.binh.11300@kiotviet.vn,KiotViet,CTO,software,120,0321291151
Hồ Thanh Châu,ho.thanh.chau.11301@kiotviet.vn,KiotViet,CTO,logistics,1500,0359601334
Nguyễn Hữu Mai,nguyen.huu.mai.11302@pharmacity.vn,Pharmacity,CFO,fintech,120,0905389490
Lê Thanh Dũng,le.thanh.dung.11303@gmail.com,Haravan,Procurement Manager,logistics,1500,0935920775
Hồ Thanh Sơn,ho.thanh.son.11304@gmail.com,Shopee Vietnam,Procurement Manager,manufacturing,250,0936128611
Đỗ Thị Dũng,do.thi.dung.11305@gmail.com,CenLand,Marketing Manager,retail,1500,0971771674
Trần Ngọc Việt,tran.ngoc.viet.11306@gemadeptlogi.vn,Gemadept Logistics,Head of Finance,manufacturing,10,0356758820
Bùi Thị Châu,bui.thi.chau.11307@thecoffeehou.vn,The Coffee House,CTO,retail,10,0976797862
Bùi Minh Dũng,bui.minh.dung.11308@gmail.com,Shopee Vietnam,Head of Finance,software,50,0709588063
Dương Đức Châu,duong.duc.chau.11309@duytanplasti.vn,Duy Tan Plastics,Kế toán trưởng,education,50,0707342559
Đặng Hữu Dũng,dang.huu.dung.11310@momo.vn,MoMo,Head of Finance,retail,25,0933357147
Vũ Đức Dũng,vu.duc.dung.11311@duytanplasti.vn,Duy Tan Plastics,Kế toán trưởng,manufacturing,1500,0979015334
Trần Hữu An,tran.huu.an.11312@tiki.vn,Tiki,Operations Manager,healthcare,250,0707964265
Võ Hữu Bình,vo.huu.binh.11313@viettiengarm.vn,Viet Tien Garment,CTO,ecommerce,1500,0709757653
Bùi Hữu Tâm,bui.huu.tam.11314@gmail.com,Base.vn,CTO,manufacturing,10,0938133603
Ngô Thị Phúc,ngo.thi.phuc.11315@kiotviet.vn,KiotViet,CTO,retail,500,0866204645
Hồ Minh Sơn,ho.minh.son.11316@gmail.com,Viet Tien Garment,Product Manager,logistics,25,0972380781
Vũ Thị Oanh,vu.thi.oanh.11317@haravan.vn,Haravan,Procurement Manager,ecommerce,10,0702495223
Võ Ngọc Trang,vo.ngoc.trang.11318@vinmec.vn,Vinmec,Kế toán trưởng,fintech,500,0979971452
Võ Minh Giang,vo.minh.giang.11319@topcv.vn,TopCV,Kế toán trưởng,logistics,25,0916408559
Phan Hữu An,phan.huu.an.11320@cenland.vn,CenLand,Procurement Manager,retail,10,0938541463
Vũ Hữu Phúc,vu.huu.phuc.11321@cenland.vn,CenLand,CFO,software,1500,0978808657
Đỗ Hữu Oanh,do.huu.oanh.11322@gmail.com,KiotViet,Sales Director,manufacturing,500,0900957576
Phạm Văn Lan,pham.van.lan.11323@gmail.com,MoMo,Product Manager,retail,10,0912108733
Phan Thị Oanh,phan.thi.oanh.11324@gmail.com,Gemadept Logistics,Kế toán trưởng,retail,500,0357075721
Hoàng Văn Lan,hoang.van.lan.11325@thecoffeehou.vn,The Coffee House,Operations Manager,software,50,0351559697
Võ Xuân Bình,vo.xuan.binh.11326@gmail.com,MoMo,Head of Finance,healthcare,10,0322247189
Lê Minh Nam,le.minh.nam.11327@gmail.com,The Coffee House,Procurement Manager,fintech,50,0907679500
Lê Xuân Sơn,le.xuan.son.11328@momo.vn,MoMo,Procurement Manager,healthcare,10,0707108751
Hồ Hữu Quân,ho.huu.quan.11329@vinmec.vn,Vinmec,Operations Manager,fintech,1500,0908879943
Võ Xuân Tuấn,vo.xuan.tuan.11330@vinmec.vn,Vinmec,Product Manager,manufacturing,10,0907168297
Hồ Hữu Dũng,ho.huu.dung.11331@momo.vn,MoMo,CFO,retail,250,0910528220
Hồ Thanh Mai,ho.thanh.mai.11332@shopeevietna.vn,Shopee Vietnam,Sales Director,logistics,25,0707038434
Phan Ngọc Phúc,phan.ngoc.phuc.11333@shopeevietna.vn,Shopee Vietnam,CFO,education,50,0919516071
Phạm Đức Linh,pham.duc.linh.11334@gmail.com,Haravan,Sales Director,healthcare,1500,0976137541
Võ Ngọc Bình,vo.ngoc.binh.11335@gmail.com,Haravan,Sales Director,logistics,250,0866608264
Lê Văn Hà,le.van.ha.11336@kiotviet.vn,KiotViet,Procurement Manager,ecommerce,25,0909069060
Lê Quang Trang,le.quang.trang.11337@topcv.vn,TopCV,CFO,logistics,1500,0960042166
Trần Hữu Hà,tran.huu.ha.11338@basevn.vn,Base.vn,Head of Finance,software,10,0970088352
Dương Minh Tâm,duong.minh.tam.11339@gmail.com,Tiki,Kế toán trưởng,software,250,0934982246
Đặng Xuân Tuấn,dang.xuan.tuan.11340@pnj.vn,PNJ,CEO,education,50,0320285376
Võ Thị Bình,vo.thi.binh.11341@haravan.vn,Haravan,Procurement Manager,education,10,0868281989
Trần Thị Bình,tran.thi.binh.11342@gmail.com,Viet Tien Garment,Marketing Manager,healthcare,250,0911459191
Lê Xuân Phúc,le.xuan.phuc.11343@tiki.vn,Tiki,Marketing Manager,software,120,0919265320
Phan Quang An,phan.quang.an.11344@basevn.vn,Base.vn,CFO,software,1500,0352769106
Vũ Thị An,vu.thi.an.11345@vinmec.vn,Vinmec,Marketing Manager,fintech,1500,0973720705
Ngô Quang Linh,ngo.quang.linh.11346@thecoffeehou.vn,The Coffee House,Sales Director,logistics,1500,0971649599
Trần Hồng Phúc,tran.hong.phuc.11347@gemadeptlogi.vn,Gemadept Logistics,Operations Manager,ecommerce,1500,0933230163
Nguyễn Minh Lan,nguyen.minh.lan.11348@gmail.com,Tiki,CFO,software,50,0964696576
Nguyễn Thị Sơn,nguyen.thi.son.11349@thacoindustr.vn,Thaco Industries,CTO,software,250,0963349274
Trần Xuân Linh,tran.xuan.linh.11350@pharmacity.vn,Pharmacity,Product Manager,ecommerce,250,0935145783
Hồ Minh Khánh,ho.minh.khanh.11351@duytanplasti.vn,Duy Tan Plastics,Sales Director,education,1500,0860319208
Phạm Thanh Quân,pham.thanh.quan.11352@gmail.com,TopCV,Head of Finance,manufacturing,10,0704569927
Lý Xuân An,ly.xuan.an.11353@gmail.com,KiotViet,Kế toán trưởng,ecommerce,50,0932885372
Võ Minh Việt,vo.minh.viet.11354@thecoffeehou.vn,The Coffee House,Sales Director,retail,10,0912570306
Lý Hồng Hùng,ly.hong.hung.11355@fptsoftware.vn,FPT Software,CFO,software,10,0702004324
